,0,1,2,3,4,5,6,7,8,9,10,11,12
slc35d1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mier1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tctex1d1,-0.0,-0.0,-0.0,-0.0,0.9104250348568426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.90783280592443,-0.0
sgip1,-0.0,0.7063452447530872,-0.0,0.7061659486677068,-0.0,-0.0,0.7055388455850602,0.7050913282907552,-0.0,-0.0,-0.0,-0.0,-0.0
pde4b,-0.0,0.8117010250277035,-0.0,0.8112907871847164,0.023775880963097438,-0.0,0.02370442866802247,-0.0,-0.0,0.1287808282551811,-0.0,0.12818684375314007,-0.0
ak4,-0.0,-0.0,-0.0,1.6624122242192274,1.6624122242192274,-0.0,-0.0,1.6609378864146997,-0.0,-0.0,-0.0,-0.0,-0.0
dnajc6,-0.0,-0.0,-0.0,2.5319779700398266,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
jak1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cachd1,-0.0,2.2163447509994216,0.12717702209045476,0.5160074943716971,2.2156612151117323,-0.0,0.12751765986677813,0.12734722479123267,-0.0,-0.0,-0.0,-0.0,-0.0
izumo3,0.649716424820272,1.9610068461067123,-0.0,0.6513555910827653,0.6513555910827653,-0.0,1.9591192825969117,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2610528j11rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st3gal3,-0.0,-0.0,-0.0,-0.0,4.027584596715487,-0.0,-0.0,4.025847281868007,-0.0,-0.0,-0.0,-0.0,-0.0
artn,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dph2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
b4galt2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
slc6a9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
slc5a9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
bend5,-0.0,-0.0,-0.0,0.9104250348568426,-0.0,-0.0,-0.0,-0.0,-0.0,0.9091277300137224,0.9091277300137224,-0.0,-0.0
elavl4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6608151188373923,-0.0,-0.0
itgb3bp,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
atg4c,-0.0,-0.0,2.1586658475539746,-0.0,-0.0,-0.0,-0.0,2.1593218782982433,-0.0,-0.0,-0.0,-0.0,-0.0
cdkn2c,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eps15,0.26780411583355146,0.9465356290043052,0.267912250511901,0.26883327074084523,0.26883327074084523,-0.0,0.26845361990028616,-0.0,-0.0,0.9442412044443873,0.26812865897112376,-0.0,-0.0
angptl3,-0.0,-0.0,-0.0,-0.0,0.9958008012522053,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ttc39a,0.6001548118712421,-0.0,-0.0,0.6017342923519775,-0.0,-0.0,0.6011518107459946,-0.0,-0.0,0.6006530682134796,0.6006530682134796,0.5995741268783559,-0.0
dock7,-0.0,-0.0,-0.0,1.3319411256870302,1.3319411256870302,-0.0,1.3311373655334067,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rnf11,-0.0,-0.0,1.8802883719353374,1.8824475394966735,-0.0,-0.0,-0.0,1.8809229856691545,-0.0,-0.0,-0.0,1.879146979306066,-0.0
calr4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osbpl9,-0.0,0.1668456231193484,0.16607589092782188,0.16676442576594822,0.16676442576594822,-0.0,2.598911120834216,2.5970834631478006,-0.0,0.6395024192832893,-0.0,-0.0,-0.0
usp1,-0.0,0.38338222142913886,0.3821256768731712,4.348085269559711,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tm2d1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nfia,-0.0,1.6626581497858588,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
txndc12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
btf3l4,-0.0,1.4827789772454327,-0.0,1.4825412246313214,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hook1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fggy,-0.0,-0.0,-0.0,0.1048375918815306,0.4391591475221901,-0.0,-0.0,0.10447869603868522,-0.0,-0.0,-0.0,0.10406155892656442,-0.0
eqtn,-0.0,3.961217719429232,-0.0,-0.0,1.4825412246313214,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ift74,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
plaa,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0715212665572995,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
caap1,-0.0,0.41235526792339344,-0.0,2.7442080551068484,1.342787725830482,-0.0,1.341528088107992,1.3406291863071278,-0.0,-0.0,-0.0,-0.0,-0.0
pum1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
laptm5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4811159214021608,-0.0,-0.0,-0.0,-0.0,-0.0
cc2d1b,0.7044653820411788,2.0978976579643382,-0.0,2.0974675399754212,-0.0,-0.0,0.7055388455850602,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pdpn,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lrrc38,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
orc1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1700012p22rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pramef12,-0.0,-0.0,-0.0,-0.0,3.072502881986098,-0.0,-0.0,3.070820548811983,-0.0,-0.0,-0.0,-0.0,-0.0
gpx7,-0.0,3.072783474669484,-0.0,3.072502881986098,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0688604698311193,-0.0
tnfrsf1b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
podn,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
echdc2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1591906433336323,-0.0,-0.0,-0.0
tnfrsf8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
scp2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cpt2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0610037l13rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magoh,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dmrtb1,-0.0,-0.0,-0.0,0.3565774740713584,0.3565774740713584,-0.0,2.474126335566323,-0.0,-0.0,-0.0,-0.0,0.3549259397241338,-0.0
lrp8os1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lrp8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ndc1,-0.0,3.072783474669484,-0.0,-0.0,3.072502881986098,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lrrc42,-0.0,1.6626581497858588,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem59,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.025702599972396,-0.0,-0.0
tceanc2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cyb5rl,-0.0,2.532249597799405,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.530213804474616,-0.0,-0.0,-0.0
mrpl37,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
col9a2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
exo5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dyrk2,-0.0,-0.0,-0.0,-0.0,1.4825412246313214,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4794556956306877,-0.0
kcnq4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ctps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hivep3,-0.0,-0.0,-0.0,0.3092693623871426,-0.0,-0.0,-0.0,-0.0,-0.0,0.30850564324661545,-0.0,-0.0,-0.0
edn2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ppcs,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1591906433336323,-0.0,-0.0,-0.0
ccdc30,-0.0,6.095639868183491,-0.0,6.094852871212928,1.2035860714272444,-0.0,1.2028095493566822,-0.0,-0.0,6.089741653148534,-0.0,-0.0,-0.0
ybx1,2.158403537349728,-0.0,-0.0,5.590418564193146,-0.0,-0.0,5.588477044574401,-0.0,-0.0,2.1591906433336323,-0.0,5.583214388319283,-0.0
tfap2c,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
p3h1,-0.0,3.072783474669484,-0.0,3.072502881986098,-0.0,-0.0,-0.0,-0.0,-0.0,3.0706804490782926,3.0706804490782926,-0.0,-0.0
tmem269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
svbp,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ermap,-0.0,-0.0,-0.0,1.3319411256870302,-0.0,-0.0,-0.0,-0.0,-0.0,1.330448989562662,-0.0,-0.0,-0.0
slc2a1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4428019441160883,1.4242853182203434,-0.0,-0.0
rragc,-0.0,5.931713366001823,-0.0,-0.0,-0.0,-0.0,1.1231789092803992,-0.0,-0.0,-0.0,-0.0,0.33039415268319827,-0.0
mycbp,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ndufs5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6007361580897674,-0.0,-0.0,-0.0,-0.0,-0.0
macf1,-0.0,-0.0,-0.0,1.1080292795705382,0.11196017634434664,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ppie,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.480048308855671
trit1,-0.0,-0.0,-0.0,-0.0,1.092679485870836,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mycl,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mfsd2a,-0.0,-0.0,-0.0,0.9104250348568426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cap1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ppt1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
epha8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ephb2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eloa,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pithd1,3.0698401536309228,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lypla2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gale,-0.0,-0.0,2.1586658475539746,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hmgcl,4.024834813494245,-0.0,-0.0,-0.0,4.027584596715487,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fuca1,-0.0,1.8827018347598559,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.880796034177698,-0.0,-0.0
pnrc2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
srsf10,-0.0,1.4827789772454327,1.4805226591751004,-0.0,-0.0,-0.0,1.481709544857218,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rnf220,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
kif2c,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
plk3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ptch2,-0.0,-0.0,-0.0,1.4825412246313214,-0.0,-0.0,1.481709544857218,-0.0,-0.0,1.4809972405124572,-0.0,-0.0,-0.0
eif2b3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
urod,-0.0,1.6626581497858588,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mutyh,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6592204600658054,-0.0
toe1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccdc163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mmachc,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
prdx1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
akr1a1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nasp,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ipp,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pik3r3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.159978272106737,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tspan1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pomgnt1,-0.0,2.532249597799405,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lurap1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rad54l,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lrrc41,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nsun4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dmbx1,0.9938370865489068,0.9960078058867378,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9931149024904526,-0.0
mknk1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mob3c,3.0698401536309228,3.072783474669484,3.070120193984737,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
atpaf1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cyp4a31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cyp4b1,-0.0,-0.0,2.5296714788732846,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.5284520943414295,-0.0
cyp4a14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pdzk1ip1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tal1,-0.0,-0.0,-0.0,3.072502881986098,-0.0,-0.0,-0.0,3.070820548811983,-0.0,-0.0,-0.0,-0.0,-0.0
stil,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cmpk1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ebna1bp2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1591906433336323,-0.0,-0.0
cfap57,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pax7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.481709544857218,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
aldh4a1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mrto4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
akr7a5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pqlc2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
capzb,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.530349422472243,-0.0,-0.0,-0.0,-0.0,-0.0
htr6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pla2g2f,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pla2g2c,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pla2g2e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
vwa5b1,-0.0,1.2038080640034454,-0.0,1.2035860714272444,-0.0,-0.0,1.2028095493566822,-0.0,-0.0,-0.0,-0.0,3.293394942865199,-0.0
cda,-0.0,-0.0,-0.0,-0.0,0.9104250348568426,-0.0,2.5962905595397165,-0.0,-0.0,-0.0,11.028089543581187,0.90783280592443,-0.0
pink1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ddost,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.661551940129975,1.6609378864146997,-0.0,-0.0,-0.0,-0.0,-0.0
kif17,-0.0,3.961217719429232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hp1bp3,-0.0,1.4827789772454327,-0.0,-0.0,1.4825412246313214,-0.0,1.481709544857218,-0.0,-0.0,-0.0,1.4809972405124572,-0.0,-0.0
eif4g3,-0.0,1.6151669067051708,0.5142808238132355,-0.0,0.5155919836836644,-0.0,0.5150516310544773,-0.0,-0.0,-0.0,0.5145889882461097,0.5135882266855022,-0.0
hspg2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7657350245450125,0.7645300852109371,-0.0
alpl,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6608151188373923,-0.0,-0.0
ptpn12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zcchc17,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fabp3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tinagl1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hcrtr1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pef1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sema3c,0.008502802556793233,5.254781288333455,0.05451332430577999,0.054931964461550166,0.8388459871987518,-0.0,0.8372046828307819,0.008534588930564961,-0.0,-0.0,-0.0,0.05429294210536734,-0.0
adgrb2,3.0698401536309228,-0.0,3.070120193984737,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0688604698311193,-0.0
spocd1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hpca,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.023823055157743,-0.0
tmem54,-0.0,-0.0,-0.0,-0.0,4.027584596715487,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ptp4a2,2.799280933763331,0.9960078058867378,-0.0,0.9958008012522053,-0.0,-0.0,-0.0,0.9945599649641452,-0.0,-0.0,-0.0,0.9931149024904526,-0.0
azin2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2007053865153579,-0.0
khdrbs1,-0.0,-0.0,1.6603241945555043,-0.0,1.6624122242192274,-0.0,-0.0,4.384064180876095,-0.0,-0.0,-0.0,-0.0,-0.0
ak2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rnf19b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1574859066102827,-0.0
a3galt2,-0.0,2.161160696273243,-0.0,2.1608978339549503,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccdc28b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
phc2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.481709544857218,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem234,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eif3i,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
zfp362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hdac1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
stpg1,-0.0,-0.0,2.5296714788732846,-0.0,-0.0,-0.0,-0.0,2.530349422472243,-0.0,-0.0,-0.0,-0.0,-0.0
nipal3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
csmd2,-0.0,4.592713834420831,-0.0,7.276286677770295,0.8346353263500292,-0.0,-0.0,2.4110146094968874,-0.0,0.8333836380483877,-0.0,-0.0,-0.0
zbtb8a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
srrm1,-0.0,-0.0,-0.0,-0.0,2.1608978339549503,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
yars,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ck137956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sfpq,-0.0,3.6047092350662346,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
syf2,-0.0,1.6626581497858588,-0.0,-0.0,-0.0,-0.0,-0.0,1.6609378864146997,-0.0,-0.0,-0.0,-0.0,-0.0
tmem50a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
rhd,-0.0,3.072783474669484,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
