,0,1,2,3,4,5,6,7,8,9,10
ccdc80,0.9766613953272573,-0.0,0.9742434853104718,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6844062182388115
cd200r1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0237557405260693,-0.0
gtpbp8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mzt2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
prkdc,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mcm4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ube2v2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3488556568207783,-0.0
snai2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fopnl,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.5674387353863337
nde1,-0.0,2.247454154869124,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mpv17l,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pdxdc1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ntan1,2.3988681974102253,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.3932044791807736
rrn3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.715351798078831
pla2g10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.319059612567264
bfar,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
parn,1.7888537331673884,1.7891002785375065,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
b3gnt5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.3932044791807736
boc,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sidt1,-0.0,-0.0,0.9742434853104718,-0.0,-0.0,-0.0,0.9850861180978662,-0.0,-0.0,-0.0,0.972335031242363
naa50,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.715351798078831
ccdc191,-0.0,1.618234708432174,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hira,0.940886580892705,-0.0,0.9385040259934677,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9366235450744604
mrpl40,-0.0,3.7216930761197133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.715351798078831
gbe1,-0.0,-0.0,-0.0,3.105525160221783,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5662009587140835
zbtb20,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4717145050807478,0.46655259521183234,-0.0,0.46676937997049783,-0.0
usp7,0.843638845165293,2.383432187558714,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pmm2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem114,-0.0,0.387777838924992,-0.0,-0.0,-0.0,-0.0,1.268508805582396,-0.0,-0.0,-0.0,-0.0
dgcr8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
trmt2a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
arl6,-0.0,-0.0,0.6833238473310359,-0.0,-0.0,0.6923125006586582,0.6926645158366525,-0.0,0.6837568473556226,-0.0,0.6816815286351904
crybg3,-0.0,-0.0,0.8721808797035829,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.446107883204124
riox2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gsc2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cpox,1.4726853876900696,1.4729185054766947,3.8156677462810697,-0.0,-0.0,3.8418078282891206,-0.0,-0.0,-0.0,3.8255289715102334,1.467687240507801
cldnd1,-0.0,3.7216930761197133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
st3gal6,0.8142055180085556,0.8143929582441138,-0.0,-0.0,-0.0,0.8216518198209976,-0.0,-0.0,-0.0,-0.0,2.3039763857442868
cmss1,1.6997757890071497,1.7000189276706519,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.7016007433607698,-0.0
tbc1d23,-0.0,1.542794440703875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.5374887940457924
klhl22,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
nit2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4824085066971415,-0.0,-0.0,-0.0,-0.0
tomm70a,-0.0,2.247454154869124,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem30c,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem45a,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1240715081778108,-0.0,-0.0,-0.0,-0.0
adgrg7,-0.0,-0.0,1.7858997006467883,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
slc7a4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tfg,1.1404055765436898,-0.0,-0.0,-0.0,-0.0,3.0901121277623096,-0.0,-0.0,-0.0,-0.0,-0.0
p2rx6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lrrc74b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
thap7,3.3250379575824964,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lztr1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ncam2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.1762069941313312,-0.0,-0.0,0.17339986494464532,-0.0
aifm3,-0.0,1.7891002785375065,-0.0,-0.0,4.548949906423147,-0.0,-0.0,-0.0,-0.0,-0.0,1.7835669818671571
snap29,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
serpind1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4173184437573667,-0.0,-0.0,-0.0,-0.0
ccdc116,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
sdf2l1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dlg1,-0.0,-0.0,0.6833238473310359,0.6871459038401659,-0.0,-0.0,-0.0,-0.0,-0.0,2.0077374700523736,-0.0
ppil2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
senp5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ypel1,-0.0,1.4729185054766947,1.4698924545090633,1.4750191685852232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.467687240507801
ncbp2,-0.0,4.287911558255373,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
top3b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
meltf,-0.0,1.1876542283588363,-0.0,1.1896105140271531,1.1969331677449557,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pak2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
spag6l,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
wdr53,5.268794554373267,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fgd4,0.7861016144528217,-0.0,-0.0,0.7879506240882233,-0.0,-0.0,-0.0,0.7872103567328954,-0.0,-0.0,-0.0
dnm1l,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0331538439048638,-0.0,-0.0,-0.0,-0.0
igsf11,2.8992747391644236,-0.0,-0.0,-0.0,-0.0,-0.0,0.4717145050807478,-0.0,-0.0,-0.0,-0.0
tnk2,-0.0,1.542794440703875,3.9718199849978015,-0.0,1.5528961927765583,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
yars2,3.3250379575824964,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.3271297548903465,-0.0
b4galt4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tfrc,1.4077312714941144,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4028034855460836
4930435e12rik,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
arhgap31,-0.0,1.3473813293033352,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fyttd1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lrch3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.135818945352629
lmln,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
popdc2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.55241845138295,-0.0,-0.0,1.5443326139674,-0.0
maats1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0157931641361606
osbpl11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
snx4,-0.0,3.540388246021273,-0.0,-0.0,-0.0,-0.0,1.3566073218371986,-0.0,-0.0,1.3488556568207783,-0.0
nr1i2,-0.0,0.7594250306421798,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7553456670229989
zfp148,-0.0,3.178863194837506,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gsk3b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0157931641361606
umps,-0.0,0.842062185494302,-0.0,-0.0,-0.0,-0.0,0.0800744792279737,0.07834154432147307,-0.0,-0.0,-0.0
fstl1,-0.0,0.9070683104612465,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.521955559139596
itgb5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cyp2ab1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ndufb4,-0.0,4.696241060360379,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9026719176058247
hgd,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
abcc5,-0.0,1.1876542283588363,-0.0,-0.0,-0.0,-0.0,-0.0,1.1887404816399434,-0.0,-0.0,1.1827837024859658
muc13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9850861180978662,-0.0,-0.0,-0.0,0.972335031242363
rabl3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.319059612567264
gtf2e1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
stxbp5l,-0.0,0.7862862660622177,-0.0,-0.0,-0.0,-0.0,-0.0,0.7872103567328954,-0.0,0.7874878532493934,-0.0
hcls1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.349832524903331,-0.0,-0.0,-0.0,4.316975926087922
ropn1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ccdc14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mylk,-0.0,0.8746869894054136,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.8703554293947697
iqcb1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
eaf2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.5674387353863337
adcy5,-0.0,1.421344613448511,-0.0,-0.0,-0.0,-0.0,-0.0,0.4523508622975747,-0.0,-0.0,1.413212172675328
ap2m1,-0.0,3.325316673319774,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.319059612567264
ece2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
clcn2,-0.0,3.7216930761197133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
pdia5,1.542558017025798,1.542794440703875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
thpo,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5343609510174225,-0.0,-0.0,1.6187027957589286,1.6076332608409993
dirc2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
hspbap1,-0.0,3.071624519228207,-0.0,-0.0,-0.0,-0.0,1.1493334518710205,-0.0,-0.0,-0.0,3.060899828628425
ehhadh,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.7907042404292794,-0.0
senp2,-0.0,1.542794440703875,1.5397254083895655,-0.0,-0.0,-0.0,1.55241845138295,-0.0,-0.0,1.5443326139674,1.5374887940457924
tmem41a,-0.0,2.399132278796365,-0.0,-0.0,-0.0,5.902304751299147,-0.0,-0.0,-0.0,-0.0,2.3932044791807736
tra2b,-0.0,1.8866611671387,-0.0,-0.0,-0.0,-0.0,-0.0,1.887911967845498,-0.0,-0.0,-0.0
chodl,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dgkg,-0.0,-0.0,1.287821851122496,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2857089443635608
btg3,0.6346946158086836,0.16811280827598848,0.1670738280099643,0.6371477538014729,-0.0,-0.0,-0.0,0.16851421768641997,2.5132769886832453,-0.0,-0.0
d16ertd472e,-0.0,1.0542723449062434,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cxadr,-0.0,-0.0,-0.0,1.1896105140271531,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
usp25,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.9850861180978662,-0.0,-0.0,-0.0,4.946038198835625
ahsg,-0.0,-0.0,-0.0,2.1159305356692775,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fetub,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
kng1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
samsn1,0.9766613953272573,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.6844062182388115
hrg,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
adipoq,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.5751891182528737,-0.0
rfc4,-0.0,-0.0,-0.0,12.550103887520596,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
robo1,0.6257454965432092,0.05080925932026507,0.6221623689552858,-0.0,-0.0,-0.0,-0.0,-0.0,0.0504385118377793,0.23972652558164476,0.235784567700964
eif4a2,-0.0,-0.0,-0.0,2.4015116408465564,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
st6gal1,1.989352991472275,0.9398445040756741,0.935954059629497,-0.0,-0.0,-0.0,2.0117940134429255,0.272742676065179,-0.0,0.9417964658438541,0.2697987220521105
prl2a1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
masp1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mrpl39,-0.0,3.7216930761197133,-0.0,3.724237842983608,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
atp5j,1.3471547270232502,-0.0,-0.0,-0.0,-0.0,1.356149480746616,-0.0,-0.0,-0.0,-0.0,-0.0
app,-0.0,-0.0,-0.0,1.4581131513135672,-0.0,0.17604055390124224,-0.0,-0.0,-0.0,0.17339986494464532,-0.0
adamts1,-0.0,-0.0,-0.0,1.016386539840509,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
adamts5,-0.0,-0.0,-0.0,1.1974354109520235,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ets2,0.365050395383958,-0.0,-0.0,0.3663203990365238,0.37061101275066766,0.3700957583696767,-0.0,-0.0,-0.0,-0.0,-0.0
dyrk1a,0.2720974032431053,1.9898903128316139,-0.0,-0.0,-0.0,-0.0,-0.0,0.272742676065179,0.9367008296979519,-0.0,6.960149407680867
dscr3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
slc15a2,5.542749264246428,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.24160677041324
ildr1,1.4726853876900696,1.4729185054766947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cd86,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.1680344345288223
stfa2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
kpna1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
parp9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.268093312210848,-0.0,-0.0,-0.0,2.1078474857091174
arl13b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0157931641361606
pros1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
psmg1,1.6997757890071497,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
brwd1,1.8864111825815562,1.8866611671387,1.883415871870498,-0.0,-0.0,-0.0,4.764505550886033,-0.0,-0.0,-0.0,4.731036809888373
krtap15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
grik1,-0.0,1.4079611146634075,1.4049776141781143,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
fam3b,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.547889507396629,-0.0,-0.0,-0.0,-0.0
pigp,1.0960222947902736,-0.0,-0.0,-0.0,-0.0,-0.0,1.1048223719445998,-0.0,-0.0,2.973119486370481,1.0915017790472903
ripply3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
chaf1b,2.1133582479440967,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dopey2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cbr3,-0.0,-0.0,-0.0,-0.0,2.2585798353454836,-0.0,-0.0,-0.0,-0.0,-0.0,2.24160677041324
setd4,-0.0,4.328657193503815,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
clic6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.9594190647844343
rcan1,-0.0,-0.0,-0.0,0.87642751209379,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.446107883204124
runx1,1.3006149970871004,0.3394663505498925,0.11430979577942454,0.3413284024689392,-0.0,-0.0,0.7455080194137264,-0.0,-0.0,-0.0,0.33485401952752064
itsn1,0.6628234021558825,-0.0,-0.0,0.664537624866179,-0.0,-0.0,-0.0,-0.0,-0.0,0.664108560577451,0.6591561420965257
donson,3.3250379575824964,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
son,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
gart,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
tmem50b,-0.0,-0.0,1.6151222610144151,-0.0,-0.0,-0.0,1.6279940671422173,-0.0,-0.0,1.6197945947177768,-0.0
ifngr2,3.821730960611316,-0.0,-0.0,1.4750191685852232,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.467687240507801
ifnar1,-0.0,-0.0,-0.0,-0.0,-0.0,1.8963299863079945,-0.0,-0.0,-0.0,8.285222689855866,-0.0
il10rb,-0.0,-0.0,-0.0,5.757455848035358,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ifnar2,1.2904981440236,-0.0,1.287821851122496,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2921750129242442,1.2857089443635608
synj1,-0.0,-0.0,-0.0,1.4750191685852232,-0.0,1.4819376210173059,-0.0,-0.0,-0.0,-0.0,1.467687240507801
paxbp1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
mis18a,0.43781135316380304,0.4379510292159109,-0.0,-0.0,-0.0,0.4433675544740811,-0.0,-0.0,-0.0,0.43886017604657723,0.4348205567254117
sod1,-0.0,-0.0,1.01188196911536,-0.0,-0.0,-0.0,1.022884126022351,-0.0,-0.0,-0.0,1.0099452362973262
scaf4,1.0960222947902736,-0.0,-0.0,1.098133786940135,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0915017790472903
zfp641,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.7235304879382256,8.965593278091125
lalba,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
kansl2,-0.0,-0.0,-0.0,2.7798722853670252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4930415o20rik,-0.0,-0.0,6.724436226253616,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.204959517255908
adcy6,1.8864111825815562,1.8866611671387,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.261509293292242
enah,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.8418341412373849,-0.0,-0.0
wnt10b,-0.0,3.325316673319774,-0.0,3.3278277519494375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
lmbr1l,3.021691762252058,-0.0,-0.0,7.296769542103212,-0.0,-0.0,3.0331538439048638,-0.0,-0.0,-0.0,3.0157931641361606
dhh,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.719136721036848
tuba1b,2.573180020057322,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
prpf40b,-0.0,2.399132278796365,-0.0,2.4015116408465564,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.3932044791807736
fmnl3,-0.0,4.328657193503815,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.591251317617272
nckap5l,1.6997757890071497,1.7000189276706519,7.598896901876843,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.316975926087922
tmbim6,-0.0,1.618234708432174,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.6128539301323306
faim2,1.6179949443634456,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
aqp2,2.2471936481136834,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
racgap1,-0.0,-0.0,1.9909027250828821,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
asic1,1.8864111825815562,-0.0,-0.0,4.747713111518265,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8810504824600989
smarcd1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.5674387353863337
gpd1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.0157931641361606
cox14,-0.0,-0.0,3.7180256419888815,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
cers5,1.9939397163647137,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.969314397169619
lima1,-0.0,1.659132338748193,-0.0,0.5465828617382371,-0.0,-0.0,-0.0,0.5459572020024928,-0.0,1.6616480653083792,10.052218765231203
larp4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
dip2b,-0.0,1.7316464780093503,-0.0,1.7362061398115074,-0.0,-0.0,1.7522717277664992,-0.0,2.9797282001879957,0.22334621753373415,2.970638102659677
atf1,-0.0,-0.0,1.287821851122496,-0.0,-0.0,-0.0,1.2998175229076332,-0.0,-0.0,-0.0,-0.0
slc11a2,-0.0,1.618234708432174,-0.0,1.6203952035472489,-0.0,-0.0,1.6279940671422173,-0.0,-0.0,-0.0,-0.0
cela1,-0.0,8.279894840843376,-0.0,4.747713111518265,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.731036809888373
slc4a8,2.7815194785989283,-0.0,-0.0,1.016386539840509,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
scn8a,0.6203703668795479,0.6205363704015157,-0.0,0.6220328286990933,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8371579646789298
nr4a1,1.6179949443634456,-0.0,1.6151222610144151,1.6203952035472489,-0.0,1.6275098739132954,-0.0,-0.0,4.141272358585577,-0.0,4.135107513069482
pcdhgc4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.270971331479334,-0.0
krt7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
krt18,-0.0,63.2383431810126,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8840392075963635,-0.0,-0.0
